AT,V,AP,RH,Y
15.29,38.73,1000.9,81.17,468.62
10.37,37.83,1006.5,90.99,470.66
17.32,45,1022.19,40.45,469.38
30.09,69.48,1009.51,53.24,435.2
32.41,67.83,1008.54,55.96,426.85
7.84,43.52,1022.23,96.51,483.79
25.06,52.36,1014.7,67.98,454.13
10.87,37.5,1011.43,95.56,474.07
23.19,42.67,1007.83,63.31,446.95
8.26,39.42,1025.89,70.53,474.72
23.48,51.43,1007.13,84.83,441.78
22.67,60.77,1017.56,79.43,444.43
20.98,43.77,1010.67,62.73,449.88
15.23,37.87,1020.17,85.02,464.02
11.03,44.78,1013.16,83.85,470.17
11.77,40.92,1021.85,81.55,467.31
26.21,65.12,1016.06,44.31,444.44
20.25,44.78,1007.93,40.16,462.44
26.61,72.43,1007.71,75.82,427.61
33.27,66.44,1010.63,43.47,430.11
8.6,36.66,1026.4,81.23,481.86
18.64,43.79,1016.01,51.17,465.13
20.68,68.61,1011.2,84.81,446.33
28.8,73.4,1011.34,54.01,439.65
23.48,49.16,1002.7,70.22,445.72
22.12,60.77,1018.01,83.87,443.97
15.25,43.02,1012.04,41.43,467.23
17.45,50.9,1012.16,83.8,458.67
29.98,47.93,1002.46,42.73,438.79
20.74,49.69,1010.91,69.1,454.59
15.17,49.15,1021.91,91.73,461.89
13.51,43.22,1009.63,75.02,465.89
15.84,41.66,1009.69,62.81,465.5
15.01,43.56,1014.65,61.82,465.84
6.91,36.08,1021.82,84.31,486.37
10.18,40.81,1015.79,81.42,475.13
16.61,43.77,1012.25,77.23,457.66
30.74,73.67,1005.79,57.89,428.92
28.41,74.16,1010.29,72.09,439.2
23.93,68.28,1005.16,69.91,444.95
19.6,59.21,1017.65,86.29,449.23
26.72,67.79,1010.35,63.31,444.68
13.71,45.08,1023.35,82.93,468.43
27.56,66.93,1016.81,55.59,444.1
18.9,60.07,1016.02,71.38,451.5
16,44.9,1020.5,80.89,461.5
25.15,68.61,1011.03,53.59,447.91
6.62,42.49,1008.74,94.57,482.74
14.85,44.63,1020.67,75.76,460.06
24.43,47.45,1007.68,65.18,446.45
9.08,36.71,1025.07,81.32,479.02
23.2,48.41,1008.64,80.92,444.69
22.63,58.96,1013.62,56.67,451.41
13.43,40.1,1015.82,87.9,471.77
16.6,41.93,1022.01,48.98,467.51
28.62,69.71,1009.67,62.12,437.52
27.44,74.9,1003.85,76.65,436.42
18.55,61.87,1008.45,65.3,450.73
32.89,66.44,1009.94,60.55,431.54
26.44,71.73,1009.52,81.75,430.55
20.94,49.02,1008.91,87.32,448.18
3.98,35.47,1017.22,86.53,489.64
15.3,43.14,1015.11,71.35,466
18.86,42.18,1001.16,98.58,457.07
9.27,36.3,1026.93,72.13,479.66
12.04,40.78,1025.21,85.97,463.51
22.21,60.77,1018.21,84.96,444.57
21.14,48.78,1020.39,86.2,450.35
31.87,71.22,1006.16,45.66,437
20.02,67.32,1012.05,76.34,445.31
12.97,40.75,1016.05,79.67,476.28
28.31,50.05,1005.75,50.17,436.75
11.34,41.54,1020.25,75.83,477.24
12.33,39.28,1011.84,80.01,476.49
21.31,42.8,1014.1,75.77,459.84
23.39,61.87,1010.35,48.91,444.03
20.3,58.41,1014.05,86.38,451.74
12.41,37.92,1008.09,65.23,470.49
26.85,75.6,1017.43,74.55,433.48
5.48,40.07,1019.63,65.62,495.76
7.62,44.71,1020.56,69.96,486.07
19.7,54.42,1011.83,89.86,450.48
9.84,36.66,1026.7,70.02,477.62
15.61,40.89,1010.48,80.26,467.3
16.43,41.79,1005.47,76.89,455.85
22.65,57.85,1012.6,68.52,445.36
8.22,40.77,1009.11,95.61,480.38
5.15,45.87,1008.02,98.36,479.61
19.76,51.19,1008.38,92.56,448.71
21.92,48.14,1013.44,67.8,449.65
15.82,43.34,1014.52,79.07,460.4
5.21,41.31,1003.51,91.23,486.46
14.12,42.99,1007.13,78.16,468.45
11.33,41.16,1019.05,87.13,468.87
23.14,60.27,1018.51,80.54,442.59
23.25,69.45,1013.85,70.14,437.18
28.34,73.68,1015.05,76.73,432
32.14,68.31,1010.48,42.15,436.15
21.71,65.27,1013.24,63.58,444.91
29.65,74.9,1003.22,71.09,433.32
10.27,41.44,1017.04,77.09,479.3
24.99,60.37,1005.66,74.87,437.67
7.3,43.65,1019.33,67.62,482.96
21.8,62.39,1007.84,89.04,452.15
31.13,67.45,1015.02,41.34,435.14
12.86,40.6,1013.6,84.85,472.04
19.89,51.43,1007.33,92.08,448.98
14.64,45,1021.78,41.25,475.98
9,43.13,1020.25,81.32,481.09
31.53,70.36,1006.29,57.11,438.71
26.23,59.87,1012.93,66.62,447.16
26.6,61.41,1012.35,54.42,451.4
21.82,63.9,1014.48,92.53,447.29
23.92,73.17,1011.81,92.33,433.78
13.92,43.5,1021.14,88.44,461.45
26.34,69.45,1013.87,54.15,438.5
12.45,40.81,1025.63,66.26,474.73
15.25,39.58,1012.1,73.05,466.21
14.94,41.35,1004.82,98.04,466.73
21.73,50.32,1008.51,84.62,442.1
23.25,59.87,1018.69,66.4,444.23
21.8,65.94,1012.02,63.52,448.66
17.4,63.09,1020.84,92.58,453
28.88,73.68,1015.25,47.73,432.93
27.05,59.15,1012.83,56.31,441.39
20.51,68.08,1012.73,78.05,445.96
9.43,37.14,1013.03,74.99,473.57
28.48,54.2,1013.14,49.51,440.55
17.03,43.99,1021.5,82.32,460.25
24.1,60.29,1008.2,61.81,449.79
24.21,70.98,1007.02,95.57,441.78
18.89,43.56,1012.79,38.63,463.91
9.28,40.22,1009.23,88.43,480.73
24.38,63.91,1009.53,79.11,446.02
19.68,56.65,1020.75,67.25,456.89
27.6,69.05,1003.87,42.01,436.08
14.17,42.99,1007.38,78.88,470.68
13.72,45.09,1012.95,87.41,466.24
29.52,75.33,1002.62,70.64,433.39
13.38,40.12,1013.92,96.96,468.15
14.46,53.82,1016.55,68.11,462.6
29.03,67.79,1010.86,54.03,445.03
20.19,44.57,1009.2,72.13,454.36
28.97,64.44,1014.55,54.67,438.08
15.02,41.48,1015.19,58.69,456.04
25.18,61.08,1013.08,80.75,445.64
19.96,39.53,1006.16,62.77,460.49
15.15,37.64,1014.37,89.82,463.98
20.41,50.32,1008.45,93.12,447.06
31.33,58.9,1003.77,52.34,439.54
15.19,42.03,1017.38,71.66,462.64
32.39,79.74,1006.92,58.58,430.12
29.87,69.13,1001.08,72.75,426.47
15.54,39.31,1009.69,71.19,461.06
21.51,48.92,1010.36,38.27,455.11
25.75,71.14,1008.33,77.12,433.64
29.96,67.83,1008,44.05,433.13
15.63,44.9,1009.38,82.8,457.44
24.5,58.66,1011.54,57.92,451.03
27.78,73.56,1007.05,95.32,436.5
11.02,39.96,1025.64,93.58,467.41
10.14,42.02,1003.19,96.51,472.17
13.66,40.55,1005.46,96.02,467.7
30.28,58.9,1005.03,54.59,439.06
26.18,52.36,1013.46,56.65,453.54
24.92,60.95,1014.88,60.58,445.44
18.36,53.16,1013.14,79.89,457.94
17.12,49.5,1014.79,87.03,463.39
25.31,65.59,1011.16,79.71,440.96
12.6,40.35,1011.89,80.88,475.42
28.46,49.16,1004.61,38.1,438.02
32.55,69.89,1013.87,40.09,428.84
13.98,54.3,1015.58,74.91,466.52
18.22,58.2,1017.09,81.92,451.04
18.03,53.16,1013.02,81.95,456.55
9.18,42.44,1014.52,98.04,480.49
22.11,59.8,1016.86,70.14,450.62
29.42,71.32,1002.26,67.13,437.47
7.78,40.8,1026.7,85.61,488.54
10.8,39.28,1010.7,82.62,478.8
24.41,56.9,1006.58,77.94,439.51
15.37,50.59,1019.02,98.2,463.35
23.51,58.79,1016.44,65.38,445.75
15.79,58.86,1015.85,91.91,455.15
27.14,63.13,1013.38,75.68,438.82
22.69,49.21,1012.64,46.83,449.01
25.15,68.51,1013.25,72.31,440.96
11.26,44.92,1023.63,88.99,474.69
18.06,65.48,1018.79,77.95,454.34
29.01,68.08,1010.74,52.51,427.91
28.07,61.47,1008.68,64.83,442.59
33.42,68.51,1011.91,45.83,427.66
26.82,69.05,1004.62,40,437.42
25.22,69.88,1007.17,80.26,443.24
25.65,78.92,1010.83,86.56,434.78
25.03,60.27,1017.9,72.04,438.24
15.77,39.82,1013.01,79.1,468.78
27.46,61.86,1012.39,66.09,439.72
25.53,57.17,1010,72.57,442.12
15,50.88,1014.04,100.12,459.37
25.62,58.82,1010.02,70.31,444.14
10.23,41.46,1018.89,83.06,479.48
5.95,37.8,1022.03,67.97,479.2
5.76,45.87,1010.83,95.79,481.4
22.96,70.79,1005.68,93.93,434.47
7.8,39.04,1018.46,66.5,482.31
19.53,66.54,1013.72,81.46,451.19
20.51,63.09,1016.39,92.99,445.86
16.58,38.01,1023.5,60.14,464.03
17.9,58.33,1013.6,85.81,452.28
30.24,73.9,1006.74,56.39,441.31
12.98,39.64,1013.95,74.39,473.54
15.62,58.59,1013.91,97.6,457.3
23.07,50.05,1006.9,86.98,442.97
14.7,40.8,1025.78,50.96,472.85
16.15,44.21,1020.76,85.41,462.02
12.33,37.73,1022.46,59.3,470.11
21.24,63.47,1011.86,97.02,442.94
13.18,40.73,1017.62,94.4,465.96
24.51,58.79,1016.11,61.7,443.5
5.75,42.07,1004.24,78.23,485.23
23.88,69.94,1007.48,61,440.63
19.8,49.15,1020.88,61.88,461.78
26.75,56.57,1013.76,57.93,443.92
13.77,43.13,1016.63,62.13,468.45
12.24,40.96,1023.52,81.09,474.76
28,74.22,1008.68,66,433.94
29.95,73.42,1011.44,66.32,432.81
22.61,60.27,1018.81,83.27,440.98
8.23,40.77,1011.92,90.59,479.24
14.65,39.28,1014.04,77.98,470.41
14.69,54.3,1018.01,73.4,462.63
16.85,52.9,1019.47,81.28,460.84
20.04,58.2,1017.56,74.31,448.92
13.63,43.5,1022.12,84.32,468.28
14.02,42.86,1030.86,68.36,467.29
22.7,66.44,1011.19,68.36,444.02
9.92,40.64,1020.39,95.41,469.65
25.01,68.63,1013.76,43.65,447.12
30.65,71.98,1004.92,63.39,429.85
18.58,49.25,1019.92,60.24,452.94
18.32,39.53,1008.15,64.85,454.44
27.38,69.4,1004.57,74.12,434.47
27.42,65.74,1013.43,69.42,440.52
29.8,64.69,1006.6,54.43,437.85
23.14,58.95,1017.52,66.25,442.27
20.89,70.32,1011.22,89.68,442.5
10.03,41.62,1014.55,95.61,462.73
26.9,66.48,1004.47,54.71,432.95
18.36,53.16,1013.31,83.18,458.47
13.32,43.22,1009.45,75.3,466.83
25.96,60.95,1014.52,50.03,444.19
16.57,43.7,1015.67,71.95,465.78
26.22,67.45,1013.7,44.04,440.17
11.09,41.58,1020.99,91.09,464.81
22.07,48.41,1008.71,81.29,444.01
10.52,42.18,1014.9,95.67,469.03
19.29,67.71,1007.94,63.71,449.28
32.17,73.21,1001.43,69.86,430.64
20.62,43.43,1009.93,64.02,449.07
32.69,72.86,1003.57,56.84,431.76
19.39,60.1,1010.28,83.31,452.57
16.42,40.56,1020.36,50.62,472.17
9.24,41.4,1018.34,84.91,477.65
23.56,67.79,1010.14,89.72,441.29
19.98,49.15,1021.56,63.89,457.54
14.45,52.75,1023.97,63.59,459.85
29.23,74.22,1008.49,57.88,428.9
21.98,59.39,1015.25,84.52,446.79
26.09,60.23,1010.74,60.88,445.88
12.59,44.34,1017.01,85.57,474.11
16.9,54.3,1017.97,60.57,460.57
26.39,71.25,999.8,89.12,430.34
14.73,36.99,1007.32,90.84,468.23
23.67,68.67,1006.71,77.22,445.32
18.92,67.71,1008.19,64.53,446.77
28.23,64.05,1011.98,75.23,442.3
20.56,43.79,1015.85,45.7,462.11
14.49,41.92,1030.3,56.62,463.81
12.19,44.63,1018.96,80.91,468.91
7.79,43.13,1019.67,85.35,484.42
16.86,39.63,1004.47,83.5,466.68
10.41,44.68,1023.53,91.38,474.7
22.61,49.3,1003.51,83.02,441.76
29.36,68.94,1007.5,79.91,431.39
13.56,40.03,1017.73,83.76,472.59
20.3,67.32,1013.49,80.9,441.51
15.44,39.54,1007.49,82.14,469.28
30.75,73.88,1005.62,57.95,436.97
22.18,65.46,1016.74,54.02,447.92
16.14,44.71,1014.83,39.41,468.88
30.2,74.34,1004.17,74.77,431.77
11.57,41.54,1020.13,69.14,476.89
10.45,41.01,1020.57,93.84,465.74
15.62,40.12,1013.03,96.26,462.59
22.76,49.21,1014.35,48.85,448.73
19.46,60.07,1014.81,66.61,451.89
18.76,52.9,1016.27,64.7,458.26
29.07,51.43,1006.22,61.58,438.79
30.55,71.06,1009.33,73.38,432.6
32.63,74.99,1002.42,40.07,432.79
14.82,44.58,1020.13,74.88,473.17
18.92,62.26,1012.05,85.99,451.51
6.31,42.07,1004.61,77.74,483.27
27.64,75.6,1017.35,54.78,441.04
20.55,63.86,1015.12,73.98,447.54
14.17,43.13,1014.94,48.62,471.08
11.15,41.26,1022.67,81.83,473.57
18.58,63.78,1016.24,78.74,453.96
18.39,38.52,1019.66,66.93,453.89
25.71,66.05,1018.58,66.23,444.35
24.96,60.84,1018.13,59.51,442.36
6.93,40.67,1020.17,71.16,494.61
20.51,39.72,1002.25,47.97,452.39
21.75,60.27,1018.55,87.81,444.19
25.96,63.78,1016.95,49.47,443.8
9.47,40.81,1026.44,91.87,479.96
15.24,40,1017.34,65.16,454.64
10.73,44.92,1025.1,85.4,476.81
29.05,68.24,1007.88,42.67,433.92
13.25,49.83,1008.76,88.21,453.8
22.84,61.87,1010.63,51.67,442.72
30.56,72.39,999.96,69.81,430.85
22.26,60.77,1018.26,85.94,442.58
15.99,39.63,1006.09,89.92,464.95
23.43,63.94,1010.64,89.29,440.16
16.58,41.79,1006.24,72.95,452.95
19.19,63.31,1016.88,66.58,453.16
25.82,59.43,1008.08,65.25,436.67
16.02,71.14,1019.75,70.42,456.35
19.78,50.32,1008.62,96.4,449.23
22.75,59.39,1015.4,81.41,440.26
21.16,50.66,1014.13,72.77,455.86
5.21,35.79,1011.5,95.08,484.03
22.33,70.79,1006.02,93.35,436.74
18.51,58.46,1017.21,88.1,448.39
18.11,43.43,1008.65,73.3,451.38
30.53,65.18,1012.69,41.85,437.89
21.01,44.05,1010.61,64.12,445.07
17.39,46.21,1013.94,82.73,454.06
16.82,49.15,1020.68,72.07,462.22
20.23,52.05,1012.15,47.49,457.57
14.55,42.74,1028.41,70.09,465.81
27.71,70.32,1008.63,64.05,432.59
21.91,70.32,1009.17,90.57,439.29
12.52,40.24,1020.45,97.41,470.56
16.85,39.64,1008.82,80.81,464.2
15.4,41.16,1005.34,80.22,465.16
17.32,43.7,1015.13,61.66,464.5
24.17,48.41,1008.46,76.19,442.62
12.25,41.38,1021.81,59,474.77
18.11,58.95,1016.61,89.17,454.29
14.09,41.66,1009.25,71.4,469.93
28.85,59.27,1011.69,51.8,440.3
29.04,62.26,1010.63,56.6,433.97
28.82,64.79,1016.74,56.34,445.1
11.68,40.55,1017.31,99.82,473.51
7.29,40.96,1023.01,90.78,488.65
17.76,40.55,1002.82,73.77,461.8
26.63,62.44,1010.86,70.82,438.25
10.16,39.3,1019.71,81.21,480.74
13.14,43.71,1024.47,87.42,467.07
21.8,51.3,1012.07,89.51,450.25
13.78,44.47,1027.94,71.09,467.22
23.37,65.46,1016.25,48.64,447.07
14.35,35.71,1016.1,60.86,468.9
8.36,40.71,1026.34,82.76,487.79
29.31,68.67,1006.18,63.38,435.57
20.03,60.77,1017.23,87.82,449.31
31.33,65.18,1011.97,36.62,435.77
27,69.34,1008.88,74.4,439.26
22.49,45.61,1013.1,75.69,455.12
35.2,73.56,1006.56,45.72,434.37
27.28,47.93,1003.46,59.22,438
26.93,67.07,1005.65,60.26,437.76
21.08,70.32,1011.39,88.79,440.59
20.01,43.77,1012.13,65.53,455.66
11.74,40.6,1013.91,90.57,473.84
9.26,40.78,1023.61,88.48,471.79
28.26,63.13,1012,68.35,440.58
17.69,65.46,1013.72,67.28,448.49
13.56,39.58,1011.05,73.62,473.16
26.03,70.32,1008.81,71.35,438.15
19.06,56.65,1020.82,82.14,455.7
17.35,42.86,1014.62,74.16,465.16
22.35,63.94,1010.32,93.02,443.9
10.87,44.71,1021.38,58.22,484.63
18.56,42.28,1007.75,60.89,462.05
31.45,68.27,1007.56,64.79,430.81
18.17,52.08,1001.91,100.09,451.06
12.14,45,1023.9,89.2,476.6
26,70.47,1009.61,74.66,435.05
21.24,41.67,1012.6,49.27,459.81
21.7,64.69,1007.93,78.37,448.76
10.8,40.22,1011.25,84.57,478.21
13.5,54.3,1016.2,77.46,468.92
23.5,59.21,1018.29,63,443.31
11.72,41.54,1020.04,66.84,476.12
22.02,46.93,1014.32,55.92,451.92
21.99,57.5,1015.87,80.72,446.96
9.28,41.54,1018.33,79.89,482.8
6.38,40.07,1018.53,60.2,492.96
16.66,36.71,1013.68,70.66,466.07
6.72,39.85,1011.84,84.66,489.09
22.83,70.79,1006.36,92.07,438
21.25,66.86,1012.99,60.65,455.72
9.83,41.17,1019.34,72.29,478.21
14.82,42.74,1028.04,69.81,466.34
26.75,69.45,1013.88,53.65,434.57
24.99,58.79,1016.37,67.16,439.2
23.43,61.47,1007.84,87.11,448.01
22.62,51.3,1012.36,81.02,448.27
18.26,59.15,1012.38,85.74,452.03
21.39,52.3,1009.52,88.67,447.77
16.22,37.87,1022.36,83.13,461.06
32.11,78.05,1010.36,58.78,431.31
22.44,58.16,1017.28,63.68,452.71
24.6,75.23,1012.04,76.77,434.07
23.47,60.77,1017.19,75.36,444.46
14.58,42.07,1017.9,86.14,460.66
6.23,40.96,1022.49,93.15,488.82
24.67,68.61,1010.71,57.47,450.64
21.67,62.39,1007.98,92.96,445.85
8.93,40.46,1019.03,71,472.77
23.97,63.86,1018.09,57.62,441.65
14.84,71.14,1019.61,66.78,454.16
12.41,39.28,1017.08,87.02,473.86
20.51,42.23,1013.25,71.83,461.78
14.68,43.99,1023.36,86.79,461.91
15.74,43.71,1024.7,78.38,462.66
5.54,45.87,1008.69,95.91,478.02
9.84,40.22,1009.5,85.38,479.65
28.32,71.64,1004.73,72.71,436.31
27.21,67.45,1013.83,43.26,436.47
14.4,40.2,1013.04,90.5,464.5
26.05,44.89,1009.83,56.36,443.18
19.48,58.79,1017.6,88.72,450.55
20.45,58.96,1014.53,65.36,454.26
33.24,74.34,1002.58,45.05,435.5
20.29,49.69,1008.94,69.91,454.74
16.72,53.82,1015.46,66.9,458.25
17.53,50.66,1012.74,91.51,457.28
18.73,46.48,1007.19,79.23,450.74
16.73,54.3,1017.96,59.44,460.54
19.48,39.72,1001.75,55.41,457.16
22.75,58.79,1011.44,84.47,445.67
14.3,42.99,1007.32,73.72,467.9
29.28,65.71,1013.76,48.05,445.49
10.04,39.66,1015.84,82.31,480.63
26.18,69.14,1006.54,85.95,436
29.74,70.32,1008.1,52.72,432.69
23.09,70.47,1010.76,79.89,439.36
28.05,62.6,1017.01,46.46,449.73
7.07,37.49,1010.35,87.19,481.58
20.54,49.15,1021.02,56,458.6
8.27,39.64,1011,84.64,479.91
25.69,57.32,1012.34,44.18,441.43
9.42,41.4,1029.6,87.43,478.12
13.86,44.21,1022.6,83.56,468.3
23.77,51.43,1006.67,84.09,441.54
8.03,37.8,1020.47,60.67,481.51
14.65,44.84,1023.39,87.76,467.18
26.27,58.33,1013.81,60.43,438.82
10.79,43.56,1015.15,73.01,479.64
20.03,45.01,1012.73,56.89,460.11
5.15,40.07,1012.27,63.31,495.35
7.36,41.01,1024.9,97.88,476.8
30.64,74.87,1009.44,59.01,437.43
29.56,70.4,1006.49,82.95,432.85
17.7,49.21,1015.16,67.91,455.97
19.13,66.86,1012.95,71.24,453.31
22.51,66.49,1014.59,63.03,453.08
22.35,57.76,1017.92,68.18,453.74
11.44,34.03,1018.57,74.06,476.06
15.24,37.87,1020.52,84.49,463.09
14.67,71.14,1019.84,77.72,458.8
21.95,68.08,1012.91,69.36,443.93
23.27,67.9,1006.17,71.01,447.25
21.44,48.98,1014.4,54.22,454.5
25.72,47.45,1007.74,58.35,442.78
29.79,69.34,1008.82,65.13,434.74
26.25,61.02,1011.47,71.22,436.44
16.82,41.66,1010.49,63.14,465.64
24.81,67.17,1007.71,84.37,442.75
13.45,45.87,1008.73,87.06,464.88
28.13,56.9,1007.17,51.66,436.95
5.73,40.35,1012.24,91.84,490.5
19.11,44.85,1014.76,45.86,464.66
10,39.66,1016.83,78.91,479.97
28.88,54.89,1007.16,46.6,440.99
30.27,70.32,1007.93,51.61,430.22
17.67,53.16,1013.59,83.31,457.99
10.72,41.17,1019.68,60.71,479.21
14.8,58.2,1018.29,85.11,455.14
9.86,43.56,1015.13,74.89,481.87
23.12,69.71,1008.98,84.41,442.21
23.34,59.14,1017.47,78.91,439.6
21.87,49.39,1019.99,67.05,451.97
25.64,68.14,1005.48,56.11,437.63
15.57,44.68,1022.01,90.02,460.91
29.96,70.04,1010.15,54.47,427.1
3.92,41.31,999.22,95.26,487.35
8.22,41.82,1032.77,71.63,477.86
17.88,45.87,1008.39,93.63,455.83
11.91,44.45,1021.39,84.49,466.52
15.51,36.71,1014.05,72.92,465.85
17.51,68.28,1004.36,94.87,449.59
21.12,62.96,1020.83,69.96,454.65
7.7,40.35,1011.72,92.88,484.57
23.21,58.66,1012.24,65.31,450.92
17.65,59.87,1018.58,94.65,450.93
27.98,58.33,1013.92,54.25,437.76
18.5,47.45,1009.23,83.21,450.22
18.18,50.16,1010.22,99.73,451.14
15.31,52.75,1025.21,55.22,460.77
26.3,51.43,1012.05,63.62,442.28
12.95,41.38,1021.97,53.83,474.46
29.13,66.56,1006.63,52.85,439.31
23.32,69.23,1011.75,75.59,436.18
24.87,65.75,1006.45,65.75,435.6
8.57,39.69,1000.91,99.9,474.29
24.75,69.89,1015.29,82.01,438.1
29.22,75.23,1010.49,48.73,438.57
25.76,63.94,1018.49,42.14,445.78
4.78,42.85,1013.07,94.72,479.09
24.27,60.23,1011.84,77.8,438.99
10.42,41.46,1021.04,89.16,479.24
31.12,68.94,1006.05,68.46,431.92
26.35,64.05,1009.81,81.24,433.63
15.46,37.64,1014.57,87.53,462.96
17.34,44.06,1015.84,74.88,458.5
25.14,60.93,1007.44,76.71,437.4
23.25,56.9,1006.82,76.37,442.76
17.01,44.2,1019.18,61.23,457.26
23.24,51.95,1006.21,78.08,448.5
20.41,56.03,1019.94,55.85,458.29
26.01,61.47,1009.54,75.01,435.78
15.33,37.2,1013.4,78.99,466.81
28.62,63.77,1012.82,55.77,441.97
8.5,39.16,1014.1,86.64,485.76
23.86,66.54,1005.23,90.89,432.17
26.56,56.57,1013.73,63.9,442.74
27.5,65.34,1014.93,47.46,439.59
21.41,50.32,1008.61,84.47,443.63
17.06,58.96,1013.83,73.95,461.15
14,40.8,1026.17,54.82,474.87
30.06,69.14,1007.5,72.48,436.89
27.56,65.59,1010.88,66.47,439.64
12.81,44.58,1016.49,80.76,475.5
31.71,73.5,1010.63,40.17,430.45
9.26,44.68,1023.22,91.44,478.82
29.03,69.51,1009.8,47.04,435.09
22.69,64.45,1012.82,45.03,450.65
25.5,63.56,1013.85,64.69,442.28
28.88,63.76,1010.16,56.34,435.54
11.49,44.63,1020.44,86.04,471.08
22.35,54.42,1012.46,75.01,454.72
12,39.35,1015.48,82.51,476.64
26.35,59.44,1012.16,63.73,443.73
13.78,42.03,1017.51,84.94,467.6
14.57,41.79,1007.61,82.85,457.21
22.3,44.57,1008.48,67.58,449.74
30.33,68.67,1006,54.99,435.53
22.16,65.48,1017.22,70.51,446
8.41,40.67,1019.97,69.2,489.25
18.27,58.2,1018.34,72.73,448.17
7.01,40.72,1024,86.37,489.64
11.55,42.34,1020.78,94.56,469.13
26.09,58.41,1013.64,64.58,438.86
21.46,74.87,1009.23,86.58,445.5
8.36,40.67,1014.99,73.65,489.1
23.57,66.75,1018.06,80.19,439.71
17.01,50.59,1015.8,80.95,463.4
23.78,49.3,1003.3,76.56,439.83
17.81,45,1022.32,43.84,471
10.09,37.14,1012.99,72.59,473.66
27.06,64.45,1008.72,54.21,443.1
24.64,58.49,1011.2,72.67,444.95
12.32,41.26,1022.42,79.74,470.27
18.98,60.1,1010.09,85.34,453.37
18,53.16,1013.02,82.47,455.69
12.9,44.63,1020.72,89.51,467.41
23.1,60.08,1017.69,65.44,451.01
24.51,68.63,1014.15,45.1,447.66
23.99,67.69,1007.9,78.57,437.1
19.64,56.65,1020.79,73.88,456.03
27.37,69.23,1013.25,48.02,433.18
26.23,59.14,1016.98,75.54,437.85
19.65,45.01,1014.18,56.77,451.63
8.9,36.24,1013.29,89.35,479.03
23.21,74.22,1009.68,88.46,440.46
19.7,52.84,1004.86,89.72,444.64
18.84,40.79,1005.18,92.46,459.96
24.98,58.05,1011.69,69.97,447.15
21.96,58.79,1010.51,87.32,448.89
10.52,41.01,1020.35,93.58,466.75
23.45,69.04,1010.5,80.77,442.48
15.23,44.9,1007.75,81.34,456.07
23.58,70.04,1010.95,76.32,435.47
13.52,42.07,1017.91,90.21,464.07
21.6,43.43,1010.28,61.87,446.4
14.44,41.2,1015.96,81.97,469.85
13.58,49.83,1008.9,86.8,465.82
24.8,72.24,1011.58,83.61,435.25
19.64,48.06,1014.81,74.96,455.27
31.54,67.32,1013.79,36.99,433.02
27.69,70.32,1012.2,82.27,432.57
20.21,59.14,1016,70.38,448.79
29.59,71.77,1006.33,62.35,426.62
16.07,44.58,1019.52,67.95,471.36
18.96,50.16,1010.72,100.09,451.2
31.04,74.67,1015.85,43.32,435.17
12.21,44.34,1017.98,86.17,475.06
31.52,76.2,1008.31,57.35,435.31
30.71,64.05,1011.75,62.81,438.42
12.5,43.67,1013.99,90.91,473.26
10.11,52.75,1021.79,76.08,470.35
17.14,40.55,1000.05,71.41,461.21
16.44,43.96,1013.66,76.31,468.57
26.85,71.73,1010.06,65.24,429.97
23.39,64.63,1020.45,58.22,449.27
19.78,62.1,1019.72,78.36,450.43
21.97,69.23,1012.25,86.45,443.85
16.87,52.05,1012.7,71.63,460.31
5.74,37.8,1021.37,74.47,490.81
26.16,70.04,1009.63,73.22,432.56
19.81,66.54,1013.88,80.09,449.07
9.39,40.11,1029.14,77.29,473.05
10.51,39.04,1023.95,85.35,479.15
14.72,43.34,1013.07,85.61,464.22
8.27,40.69,1020.13,86.1,484.97
24.82,57.19,1007.82,71.46,439.91
5.56,45.87,1006.99,96.48,476.61
24.15,71.73,1009.76,85.16,436.55
18.34,62.1,1020.52,78.6,453.01
25.87,57.32,1012.06,44.13,442.87
16.73,39.64,1008.94,74.91,464.46
21.45,69.94,1010.5,82.17,443.31
28.85,58.33,1013.78,41.39,444
20.95,70.72,1009.96,87.73,445.66
8.58,38.38,1021.03,84.37,482.26
11.46,38.91,1012.34,77.37,477.5
10.18,35.76,1019.71,66.7,473.31
16.18,41.66,1010.01,65.62,465.82
24.58,71.94,1006.85,89.02,433.99
29.07,72.51,1009.24,58.38,439.8
13.51,44.9,1019.29,77.24,464.86
31.92,68.3,1015.58,41.55,430.07
14.74,44.47,1028.29,67.87,462.92
31.44,79.74,1006.95,56.99,431.69
30.57,73.03,1013.75,73.68,437.42
24.65,64.63,1020.52,53.45,446.04
14.67,45.01,1014.28,67.91,460.47
19.54,50.66,1014.7,84.53,456.61
7.4,41.04,1024.44,90.9,477.69
30.07,70.04,1010.84,55.74,426.35
24.29,57.5,1014.85,67.28,449.98
26.65,58.41,1013.53,65.83,442.66
18.19,66.54,1012.9,86.05,449.22
11.8,41.54,1020,65.85,476.12
9.98,41.01,1017.83,98.07,466.05
25.24,57.17,1010.44,74,442.77
24.64,72.24,1011.37,80.61,434.54
13.1,41.48,1009,87.41,460.34
27.56,68.08,1010.8,59.18,433.95
12.19,41.17,1019.43,65.47,475.64
31.3,70.79,1004.3,54.37,428.75
5.49,40.81,1014.43,90.41,487.36
8.74,40.03,1016.81,93.37,481.07
20.89,68.63,1012.6,69.52,452.05
